id,model_type,model_code,model_name,is_default,is_enabled,config_json,doc_link,remark,sort,creator,create_date,updater,update_date
TTS_CustomTTS,TTS,CustomTTS,自定义语音合成,0,1,"{""url"": ""http://127.0.0.1:9880/tts"", ""type"": ""custom"", ""format"": ""wav"", ""params"": {}, ""headers"": {}, ""output_dir"": ""tmp/""}",,"自定义TTS配置说明：
1. 自定义的TTS接口服务，请求参数可自定义，可接入众多TTS服务
2. 以本地部署的KokoroTTS为例
3. 如果只有cpu运行：docker run -p 8880:8880 ghcr.io/remsky/kokoro-fastapi-cpu:latest
4. 如果只有gpu运行：docker run --gpus all -p 8880:8880 ghcr.io/remsky/kokoro-fastapi-gpu:latest
配置说明：
1. 在params中配置请求参数,使用JSON格式
   例如KokoroTTS：{ ""input"": ""{prompt_text}"", ""speed"": 1, ""voice"": ""zm_yunxi"", ""stream"": true, ""download_format"": ""mp3"", ""response_format"": ""mp3"", ""return_download_link"": true }
2. 在headers中配置请求头
3. 设置返回音频格式",14,,,,
TTS_DoubaoTTS,TTS,DoubaoTTS,豆包语音合成,0,1,"{""type"": ""doubao"", ""appid"": """", ""voice"": ""BV001_streaming"", ""api_url"": ""https://openspeech.bytedance.com/api/v1/tts"", ""cluster"": ""volcano_tts"", ""output_dir"": ""tmp/"", ""access_token"": """", ""volume_ratio"":1,""authorization"": ""Bearer;""}",https://console.volcengine.com/speech/service/8,"豆包TTS配置说明：
1. 访问 https://console.volcengine.com/speech/service/8
2. 需要在火山引擎控制台创建应用并获取appid和access_token
3. 山引擎语音一定要购买花钱，起步价30元，就有100并发了。如果用免费的只有2个并发，会经常报tts错误
4. 购买服务后，购买免费的音色后，可能要等半小时左右，才能使用。
5. 填入配置文件中",2,,,,
TTS_EdgeTTS,TTS,EdgeTTS,Edge语音合成,0,1,"{""type"": ""edge"", ""voice"": ""zh-CN-XiaoxiaoNeural"", ""output_dir"": ""tmp/""}",https://github.com/rany2/edge-tts,"EdgeTTS配置说明：
1. 使用微软Edge TTS服务
2. 支持多种语言和音色
3. 免费使用，无需注册
4. 需要网络连接
5. 输出文件保存在tmp/目录",1,,,,
TTS_FishSpeech,TTS,FishSpeech,FishSpeech语音合成,0,1,"{""rate"": 44100, ""seed"": null, ""type"": ""fishspeech"", ""top_p"": 0.7, ""api_key"": """", ""api_url"": ""http://127.0.0.1:8080/v1/tts"", ""channels"": 1, ""normalize"": true, ""streaming"": false, ""output_dir"": ""tmp/"", ""temperature"": 0.7, ""chunk_length"": 200, ""reference_id"": null, ""max_new_tokens"": 1024, ""reference_text"": [""你弄来这些吟词宴曲来看，还是这些混话来欺负我。""], ""reference_audio"": [""/tmp/test.wav""], ""response_format"": ""wav"", ""use_memory_cache"": ""on"", ""repetition_penalty"": 1.2}",https://github.com/xinnan-tech/xiaozhi-esp32-server/blob/main/docs/fish-speech-integration.md,"FishSpeech配置说明：
1. 需要本地部署FishSpeech服务
2. 支持自定义音色
3. 本地推理，无需网络连接
4. 输出文件保存在tmp/目录
5. 可参照教程https://github.com/xinnan-tech/xiaozhi-esp32-server/blob/main/docs/fish-speech-integration.md",5,,,,
TTS_GizwitsTTS,TTS,GizwitsTTS,机智云语音合成,0,1,"{""type"": ""doubao"", ""voice"": ""zh_female_wanwanxiaohe_moon_bigtts"", ""api_url"": ""https://bytedance.gizwitsapi.com/api/v1/tts"", ""output_dir"": ""tmp/"", ""access_token"": """", ""authorization"": ""Bearer ""}",https://agentrouter.gizwitsapi.com/panel/token,"机智云TTS配置说明：
1. 需要在机智云平台获取API密钥
2. 支持多种音色，当前配置使用湾湾小何音色
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://agentrouter.gizwitsapi.com/panel/token 获取API密钥
2. 填入配置文件中
注意：前一万名注册的用户，将送5元体验金额",11,,,,
TTS_GPT_SOVITS_V2,TTS,GPT_SOVITS_V2,GPT-SoVITS V2,0,1,"{""url"": ""http://127.0.0.1:9880/tts"", ""seed"": -1, ""type"": ""gpt_sovits_v2"", ""top_k"": 5, ""top_p"": 1, ""text_lang"": ""auto"", ""batch_size"": 1, ""output_dir"": ""tmp/"", ""prompt_lang"": ""zh"", ""prompt_text"": """", ""temperature"": 1, ""speed_factor"": 1.0, ""split_bucket"": true, ""parallel_infer"": true, ""ref_audio_path"": ""caixukun.wav"", ""streaming_mode"": false, ""batch_threshold"": 0.75, ""return_fragment"": false, ""text_split_method"": ""cut0"", ""repetition_penalty"": 1.35, ""aux_ref_audio_paths"": []}",https://github.com/RVC-Boss/GPT-SoVITS,"GPT-SoVITS V2配置说明：
1. 需要本地部署GPT-SoVITS服务
2. 支持自定义音色克隆
3. 本地推理，无需网络连接
4. 输出文件保存在tmp/目录
部署步骤：
1. 运行服务示例命令：python api_v2.py -a 127.0.0.1 -p 9880 -c GPT_SoVITS/configs/demo.yaml",6,,,,
TTS_GPT_SOVITS_V3,TTS,GPT_SOVITS_V3,GPT-SoVITS V3,0,1,"{""url"": ""http://127.0.0.1:9880"", ""type"": ""gpt_sovits_v3"", ""if_sr"": false, ""speed"": 1.0, ""top_k"": 15, ""top_p"": 1.0, ""cut_punc"": """", ""inp_refs"": [], ""output_dir"": ""tmp/"", ""prompt_text"": """", ""temperature"": 1.0, ""sample_steps"": 32, ""text_language"": ""auto"", ""refer_wav_path"": ""caixukun.wav"", ""prompt_language"": ""zh""}",https://github.com/RVC-Boss/GPT-SoVITS,"GPT-SoVITS V3配置说明：
1. 需要本地部署GPT-SoVITS V3服务
2. 支持自定义音色克隆
3. 本地推理，无需网络连接
4. 输出文件保存在tmp/目录",7,,,,
TTS_HuoshanDoubleStreamTTS,TTS,HuoshanDoubleStreamTTS,火山双流式语音合成,0,1,"{""type"": ""huoshan_double_stream"", ""appid"": ""你的火山引擎语音合成服务appid"", ""ws_url"": ""wss://openspeech.bytedance.com/api/v3/tts/bidirection"", ""speaker"": ""zh_female_wanwanxiaohe_moon_bigtts"", ""resource_id"": ""volc.service_type.10029"", ""access_token"": ""你的火山引擎语音合成服务access_token""}",https://console.volcengine.com/speech/service/10007,"火山引擎语音合成服务配置说明：
1. 访问 https://www.volcengine.com/ 注册并开通火山引擎账号
2. 访问 https://console.volcengine.com/speech/service/10007 开通语音合成大模型，购买音色
3. 在页面底部获取appid和access_token
5. 资源ID固定为：volc.service_type.10029（大模型语音合成及混音）
6. 语速：-50~100，可不填，正常默认值0，可填-50~100
7. 音量：-50~100，可不填，正常默认值0，可填-50~100
8. 音高：-12~12，可不填，正常默认值0，可填-12~12
9. 填入配置文件中",16,,,,
TTS_IndexStreamTTS,TTS,IndexStreamTTS,Index-TTS-vLLM流式语音合成,0,1,"{""type"": ""index_stream"", ""voice"": ""jay_klee"", ""api_url"": ""http://127.0.0.1:11996/tts"", ""output_dir"": ""tmp/"", ""audio_format"": ""pcm""}",https://github.com/Ksuriuri/index-tts-vllm,"Index-TTS-vLLM流式TTS配置说明：
1. Index-TTS-vLLM是基于Index-TTS项目的vLLM推理服务，提供流式语音合成功能
2. 支持多种音色，音质自然，适合各种语音交互场景
3. 需要先部署Index-TTS-vLLM服务，然后配置API地址
4. 支持实时流式合成，具有较低的延迟
5. 支持自定义音色，可在项目assets文件夹下注册新音色
部署步骤：
1. 克隆项目：git clone https://github.com/Ksuriuri/index-tts-vllm.git
2. 安装依赖：pip install -r requirements.txt
3. 启动服务：python app.py
4. 服务默认运行在 http://127.0.0.1:11996
5. 如需其他音色，可到项目assets文件夹下注册
6. 支持多种音频格式：pcm、wav、mp3等
如需了解更多配置，请参考：https://github.com/Ksuriuri/index-tts-vllm/blob/master/README.md
",19,,,,
TTS_LinkeraiTTS,TTS,LinkeraiTTS,Linkerai语音合成,0,1,"{""type"": ""linkerai"", ""voice"": ""OUeAo1mhq6IBExi"", ""api_url"": ""https://tts.linkerai.cn/tts"", ""access_token"": ""U4YdYXVfpwWnk2t5Gp822zWPCuORyeJL"", ""audio_format"": ""pcm""}",https://tts.linkerai.cn/docs,"Linkerai语音合成服务配置说明：
1. 访问 https://linkerai.cn 注册并获取访问令牌
2. 默认的access_token供测试使用，请勿用于商业用途
3. 支持声音克隆功能，可自行上传音频，填入voice参数
4. 如果voice参数为空，将使用默认声音",17,,,,
TTS_MinimaxTTS,TTS,MinimaxTTS,MiniMax语音合成,0,1,"{""type"": ""minimax"", ""model"": ""speech-01-turbo"", ""api_key"": ""你的api_key"", ""group_id"": """", ""voice_id"": ""female-shaonv"", ""output_dir"": ""tmp/""}",https://platform.minimaxi.com/,"MiniMax TTS配置说明：
1. 需要在MiniMax平台创建账户并充值
2. 支持多种音色，当前配置使用female-shaonv
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://platform.minimaxi.com/ 注册账号
2. 访问 https://platform.minimaxi.com/user-center/payment/balance 充值
3. 访问 https://platform.minimaxi.com/user-center/basic-information 获取group_id
4. 访问 https://platform.minimaxi.com/user-center/basic-information/interface-key 获取api_key
5. 填入配置文件中",8,,,,
TTS_OpenAITTS,TTS,OpenAITTS,OpenAI语音合成,0,1,"{""type"": ""openai"", ""model"": ""tts-1"", ""speed"": 1, ""voice"": ""onyx"", ""api_key"": ""你的api_key"", ""api_url"": ""https://api.openai.com/v1/audio/speech"", ""output_dir"": ""tmp/""}",https://platform.openai.com/api-keys,"OpenAI TTS配置说明：
1. 需要在OpenAI平台获取API密钥
2. 支持多种音色，当前配置使用onyx
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://platform.openai.com/api-keys 获取API密钥
2. 填入配置文件中
注意：国内需要使用代理访问",13,,,,
TTS_OpenAIRealtime,TTS,OpenAIRealtimeTTS,OpenAI Realtime语音合成,1,1,"{""type"": ""openai_realtime"", ""url"": ""ws://example.localhost:8009/v1/realtime?model=local-matcha-tts"", ""model"": ""local-matcha-tts"", ""voice"": ""alloy"", ""speed"": 1.0, ""sample_rate"": 16000, ""frame_duration"": 60, ""auth_token"": """", ""output_dir"": ""tmp/""}",https://platform.openai.com/docs/api-reference/realtime,"OpenAI Realtime TTS配置说明：
1. 配合`speech-server`或兼容OpenAI Realtime协议的TTS服务使用
2. 可通过url的model参数选择服务端模型，voice与speed在会话初始化时同步至服务端
3. 请保证sample_rate与frame_duration与设备播放链路一致，默认配置为24kHz/20ms
",0,,,,
TTS_GoogleGenAI,TTS,GoogleGenAITTS,Gemini Live语音合成,0,1,"{""type"": ""google_genai"", ""backend"": ""gemini"", ""api_key"": """", ""model"": ""gemini-live-2.5-flash-preview"", ""voice"": ""Kore"", ""language_code"": ""zh-CN"", ""api_version"": ""v1alpha"", ""base_url"": """", ""sample_rate"": 24000, ""frame_duration"": 20}",https://ai.google.dev/gemini-api/docs/live,"Google GenAI Live TTS配置说明：
1. backend 可选 gemini 或 vertex
2. gemini 需要 api_key，vertex 需要 project 与 location（请在配置中补充）
3. model 使用 Gemini Live 系列模型
4. voice 可选预置音色，language_code 可选
5. sample_rate/frame_duration 用于 Opus 编码参数
",0,,,,
TTS_PaddleSpeechTTS,TTS,PaddleSpeechTTS,PaddleSpeechTTS,0,1,"{""url"": ""ws://127.0.0.1:8092/paddlespeech/tts/streaming"", ""type"": ""paddle_speech"", ""speed"": 1.0, ""spk_id"": ""0"", ""volume"": 1.0, ""protocol"": ""websocket"", ""save_path"": ""./streaming_tts.wav"", ""sample_rate"": 24000}",https://github.com/PaddlePaddle/PaddleSpeech,"PaddleSpeechTTS 配置说明：
1. PaddleSpeech 是百度飞桨开源的语音合成工具，支持本地离线部署和模型训练。paddlepaddle百度飞浆框架地址：https://www.paddlepaddle.org.cn/
2. 支持 WebSocket 和 HTTP 协议，默认使用 WebSocket 进行流式传输（参考部署文档：https://github.com/xinnan-tech/xiaozhi-esp32-server/blob/main/docs/paddlespeech-deploy.md）。
3. 使用前要在本地部署 paddlespeech 服务，服务默认运行在 ws://127.0.0.1:8092/paddlespeech/tts/streaming
4. 支持自定义发音人、语速、音量和采样率。
",20,,,,
TTS_TencentTTS,TTS,TencentTTS,腾讯语音合成,0,1,"{""type"": ""tencent"", ""appid"": """", ""voice"": ""101001"", ""region"": ""ap-guangzhou"", ""secret_id"": """", ""output_dir"": ""tmp/"", ""secret_key"": """"}",https://console.cloud.tencent.com/cam/capi,"腾讯TTS配置说明：
1. 需要在腾讯云平台开通智能语音交互服务
2. 支持多种音色，当前配置使用101001
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://console.cloud.tencent.com/cam/capi 获取密钥
2. 访问 https://console.cloud.tencent.com/tts/resourcebundle 领取免费资源
3. 创建新应用
4. 获取appid、secret_id和secret_key
5. 填入配置文件中",3,,,,
TTS_TTS302AI,TTS,TTS302AI,302AI语音合成,0,1,"{""type"": ""doubao"", ""voice"": ""zh_female_wanwanxiaohe_moon_bigtts"", ""api_url"": ""https://api.302ai.cn/doubao/tts_hd"", ""output_dir"": ""tmp/"", ""access_token"": """", ""authorization"": ""Bearer ""}",https://dash.302.ai/,"302AI TTS配置说明：
1. 需要在302平台创建账户并获取API密钥
2. 支持多种音色，当前配置使用湾湾小何音色
3. 需要网络连接
4. 输出文件保存在tmp/目录
申请步骤：
1. 访问 https://dash.302.ai/ 注册账号
2. 访问 https://dash.302.ai/apis/list 获取API密钥
3. 填入配置文件中
价格：$35/百万字符",10,,,,
TTS_VolcesAiGatewayTTS,TTS,VolcesAiGatewayTTS,火山引擎边缘大模型网关,0,1,"{""type"": ""openai"", ""model"": ""doubao-tts"", ""speed"": 1, ""voice"": ""zh_male_shaonianzixin_moon_bigtts"", ""api_key"": ""你的网关访问密钥"", ""api_url"": ""https://ai-gateway.vei.volces.com/v1/audio/speech"", ""output_dir"": ""tmp/""}",https://console.volcengine.com/vei/aigateway/,"火山引擎边缘大模型网关TTS配置说明：
1. 访问 https://console.volcengine.com/vei/aigateway/
2. 创建网关访问密钥，搜索并勾选 Doubao-语音合成
3. 如果需要使用LLM，一并勾选 Doubao-pro-32k-functioncall
4. 访问 https://console.volcengine.com/vei/aigateway/tokens-list 获取密钥
5. 填入配置文件中
音色列表参考：https://www.volcengine.com/docs/6561/1257544",15,,,,
VLLM_ChatGLMVLLM,VLLM,ChatGLMVLLM,智谱视觉AI,0,1,"{""type"": ""openai"", ""api_key"": ""${OPENAI_API_KEY}"", ""base_url"": ""https://open.bigmodel.cn/api/paas/v4/"", ""model_name"": ""glm-4v-flash""}",https://bigmodel.cn/usercenter/proj-mgmt/apikeys,"智谱视觉AI配置说明：
1. 访问 https://bigmodel.cn/usercenter/proj-mgmt/apikeys
2. 注册并获取API密钥
3. 填入配置文件中",1,,,,
VLLM_QwenVLVLLM,VLLM,QwenVLVLLM,通义千问视觉模型,1,1,"{""type"": ""openai"", ""api_key"": ""${OPENAI_API_KEY}"", ""base_url"": ""https://dashscope.aliyuncs.com/compatible-mode/v1"", ""model_name"": ""qwen3-vl-flash""}",https://bailian.console.aliyun.com/?tab=api#/api/?type=model&url=https%3A%2F%2Fhelp.aliyun.com%2Fdocument_detail%2F2845564.html&renderType=iframe,"千问视觉模型配置说明：
1. 访问 https://bailian.console.aliyun.com/?tab=model#/api-key
2. 注册并获取API密钥
3. 填入配置文件中",0,,,,
EMBEDDING_TongYi,EMBEDDING,PaiEEmbedding,通义向量模型,1,1,"{""type"": ""openai"", ""api_key"": ""你的api_key"", ""base_url"": ""https://dashscope.aliyuncs.com/compatible-mode/v1"", ""model_name"": ""text-embedding-v2""}",https://help.aliyun.com/document_detail/2652398.html,"通义向量模型配置说明：
1. 登录阿里云灵积平台获取API Key。
2. 使用 text-embedding-v2 模型时需在控制台开通向量服务。
3. base_url 为 DashScope 兼容模式接口。
4. 将配置同步到 embeddings tab 后即可在知识库使用。",5,,,,
TTS_ElevenLabs,TTS,ElevenLabsTTS,ElevenLabs语音合成,0,1,"{""type"": ""elevenlabs"", ""api_key"": """", ""voice_id"": ""JBFqnCBsd6RMkjVDRZzb"", ""model_id"": ""eleven_multilingual_v2"", ""output_format"": ""mp3_44100_128"", ""optimize_streaming_latency"": 0, ""region"": """", ""base_url"": """", ""timeout_seconds"": 120}",https://elevenlabs.io/docs/api-reference/text-to-speech,使用 ElevenLabs streaming TTS，需要有效 api_key 与 voice_id，output_format 建议保持 mp3_44100_128，latency 优化 0-4 可按需调整。,0,,,,
ASR_ElevenLabs,ASR,ElevenLabsASR,ElevenLabs语音识别,0,1,"{""type"": ""elevenlabs"", ""api_key"": """", ""model_id"": ""scribe_v1"", ""language_code"": """", ""file_format"": ""pcm_s16le_16"", ""sample_rate"": 16000, ""timestamps_granularity"": ""word"", ""region"": """", ""base_url"": """", ""timeout_seconds"": 60}",https://elevenlabs.io/docs/api-reference/speech-to-text,使用 ElevenLabs scribe STT，上传 pcm_s16le_16 音频；language_code 留空自动检测。,0,,,,
IMAGE_QwenImageMax,IMAGE,QwenImageMax,阿里百炼 Qwen-Image,1,1,"{""type"": ""dashscope"", ""model"": ""qwen-image-max"", ""base_url"": ""https://dashscope.aliyuncs.com/api/v1"", ""api_key"": ""${DASHSCOPE_API_KEY}"", ""capabilities"": ""text_to_image,image_edit"", ""size"": ""1664*928"", ""prompt_extend"": true, ""watermark"": false, ""negative_prompt"": """"}",https://help.aliyun.com/zh/dashscope/,"阿里百炼 Qwen-Image 生图配置示例，支持文生图与图像编辑调用参数透传。",1,,,,
IMAGE_QwenImageEdit,IMAGE,QwenImageEdit,阿里百炼 Qwen-Image-Edit,0,1,"{""type"": ""dashscope"", ""model"": ""qwen-image-edit"", ""base_url"": ""https://dashscope.aliyuncs.com/api/v1"", ""api_key"": ""${DASHSCOPE_API_KEY}"", ""capabilities"": ""image_edit"", ""size"": ""1024*1024"", ""prompt_extend"": true, ""watermark"": false, ""negative_prompt"": """"}",https://help.aliyun.com/zh/model-studio/qwen-image-edit-api,"阿里百炼 Qwen-Image-Edit 图像编辑模型示例，适用于对已有图片进行内容与风格修改。",2,,,,
VIDEO_Wan2_6T2V,VIDEO,Wan2.6T2V,阿里百练 万象视频,1,1,"{""type"": ""dashscope"", ""model"": ""wan2.6-t2v"", ""base_url"": ""https://dashscope.aliyuncs.com/api/v1"", ""request_path"": ""/services/aigc/video-generation/video-synthesis"", ""task_path"": ""/tasks/%s"", ""api_key"": ""${DASHSCOPE_API_KEY}"", ""size"": ""1280*720"", ""duration"": 10, ""shot_type"": ""multi"", ""prompt_extend"": true, ""capabilities"": ""text_to_video,audio_guided"", ""timeout"": 120, ""poll_interval_seconds"": 5, ""poll_timeout_seconds"": 180}",https://help.aliyun.com/zh/model-studio/video-generation/wan2-6-text-to-video-api,"阿里百练万象视频模型配置示例，支持文生视频与音频驱动参数透传。",3,,,,
